排名    题号       AC数        题名                                                                            
2957    4159       255        Indomie                                                     
2958    3862       254        The Lost Traveler                                           
2959    5314       254        Happy King                                                  
2960    6081       254        度度熊的王国战略                                                    
2961    1794       253        方格填数                                                        
2962    3672       253        Caves                                                       
2963    4598       253        Difference                                                  
2964    5151       253        Sit sit sit                                                 
2965    2440       252        Watch out the Animal                                        
2966    2480       252        Steal the Treasure                                          
2967    2687       252        Matrix Rotation                                             
2968    4766       252        Network                                                     
2969    5647       252        DZY Loves Connecting                                        
2970    1817       251        Necklace of Beads                                           
2971    2241       251        考研路茫茫――早起看书                                                 
2972    2270       251        How Many Friends Will Be Together With You                  
2973    2300       251        Crashing Robots                                             
2974    3031       251        To Be Or Not To Be                                          
2975    5080       251        Colorful Toy                                                
2976    5176       251        The Experience of Love                                      
2977    5845       251        Best Division                                               
2978    2826       250        The troubles of lmy                                         
2979    3378       250        San Guo Sha                                                 
2980    4249       250        A Famous Equation                                           
2981    4967       250        Handling the Past                                           
2982    4558       249        剑侠情缘                                                        
2983    4629       249        Burning                                                     
2984    4873       249        ZCC Loves Intersection                                      
2985    5106       249        Bits Problem                                                
2986    3053       248        Group Travel                                                
2987    5030       248        Rabbit's String                                             
2988    5486       248        Difference of Clustering                                    
2989    3818       247        A + B Problem                                               
2990    5141       247        LIS again                                                   
2991    3229       246        Jinyuetuan Puzzle                                           
2992    5383       246        Yu-Gi-Oh!                                                   
2993    6171       246        Admiral                                                     
2994    2443       245        Counter Strike                                              
2995    3090       245        Go Home                                                     
2996    3274       245        City Planning                                               
2997    4363       245        Draw and paint                                              
2998    4498       245        Function Curve                                              
2999    4818       245        RP problem                                                  
3000    4447       244        Yuanfang, What Do You Think?                                
3001    5544       244        Ba Gua Zhen                                                 
3002    2707       243        Steganography                                               
3003    3500       243        Fling                                                       
3004    4176       243        Class Statistics                                            
3005    5550       243        Game Rooms                                                  
3006    2410       242        Barbara Bennett's Wild Numbers                              
3007    5593       242        ZYB's Tree                                                  
3008    5617       242        Jam's maze                                                  
3009    5819       242        Knights                                                     
3010    4992       241        Primitive Roots                                             
3011    5447       241        Good Numbers                                                
3012    2125       240        Local area network                                          
3013    3680       240        Naughty fairies                                             
3014    3967       240        Zero's Number                                               
3015    4211       240        Refrigerator Magnets                                        
3016    4562       240        守护雅典娜                                                       
3017    4173       239        Party Location                                              
3018    4833       239        Best Financing                                              
3019    5185       239        Equation                                                    
3020    5699       239        货物运输                                                        
3021    1883       238        Phone Cell                                                  
3022    4209       238        Pizza Pricing                                               
3023    4295       238        4 substrings problem                                        
3024    4488       238        Faulhaber’s Triangle                                        
3025    4599       238        Dice                                                        
3026    5807       238        Keep In Touch                                               
3027    6125       238        Free from square                                            
3028    2416       237        Treasure of the Chimp Island                                
3029    5782       237        Cycle                                                       
3030    6196       237        happy happy happy                                           
3031    1803       236        Cylinder                                                    
3032    3071       236        Gcd & Lcm game                                              
3033    3551       236        Hard Problem                                                
3034    4644       236        BWT                                                         
3035    4834       236        JZP Set                                                     
3036    5923       236        Prediction                                                  
3037    3064       235        twoNumber                                                   
3038    3285       235        Convex Hull of Lattice Points                               
3039    2290       234        Find the Path                                               
3040    5713       234        K个联通块                                                       
3041    6161       234        Big binary tree                                             
3042    2205       233        又见回文                                                        
3043    4213       233        Sokoban                                                     
3044    4269       233        Defend Jian Ge                                              
3045    5350       233        MZL's munhaff function                                      
3046    5398       233        GCD Tree                                                    
3047    6184       233        Counting Stars                                              
3048    4171       232        Paper Route                                                 
3049    4194       232        Peer Review                                                 
3050    5221       232        Occupation                                                  
3051    2606       231        Renovation Problem                                          
3052    2769       231        Disgruntled Judge                                           
3053    3441       231        Rotation                                                    
3054    4228       231        Flooring Tiles                                              
3055    6203       231        ping ping ping                                              
3056    1691       230        Chinese Chess                                               
3057    2471       230        History of Languages                                        
3058    3536       230         PAINTING                                                   
3059    1514       229        Free Candies                                                
3060    6068       229        Classic Quotation                                           
3061    2442       228        Bricks                                                      
3062    2992       228        Hotel booking                                               
3063    3365       228        New Ground                                                  
3064    5608       228        function                                                    
3065    3489       227        Necklace                                                    
3066    6107       227        Typesetting                                                 
3067    1516       226        String Distance and Transform Process                       
3068    1567       226        2006                                                        
3069    1805       226        Expressions                                                 
3070    1962       226        Card Game Cheater                                           
3071    2118       226        Mouse                                                       
3072    4637       226        Rain on your Fat brother                                    
3073    5302       226        Connect the Graph                                           
3074    5304       226        Eastest Magical Day Seep Group's Summer                     
3075    5996       226        dingyeye loves stone                                        
3076    3757       225        Evacuation Plan                                             
3077    5607       225        graph                                                       
3078    5663       225        Hillan and the girl                                         
3079    5677       225        ztr loves substring                                         
3080    2908       224        Grey Area                                                   
3081    3023       224        Dirt                                                        
3082    4175       224        Class Schedule                                              
3083    4346       224        The Beautiful Road                                          
3084    4623       224        Crime                                                       
3085    4672       224        Present Day, Present Time                                   
3086    5110       224        Alexandra and COS                                           
3087    5165       224        Funny Game                                                  
3088    1663       223        The Counting Problem                                        
3089    2267       223        How Many People Can Survive                                 
3090    3102       223        Lawrence of Arabia                                          
3091    4139       223        Big Division                                                
3092    5051       223        Fraction                                                    
3093    5204       223        Rikka with sequence                                         
3094    5863       223        cjj's string game                                           
3095    3272       222        Mission Impossible                                          
3096    3369       222        Robot                                                       
3097    3811       222        Permutation                                                 
3098    4446       222        IT Companies                                                
3099    4987       222        Little Pony and Dice                                        
3100    5714       222        拍照                                                          
3101    1545       221        01-K Code                                                   
3102    2232       221        机器人的舞蹈                                                      
3103    2685       221        I won't tell you this is about number theory                
3104    3278       221        Puzzle                                                      
3105    3538       221        A sample Hamilton path                                      
3106    3854       221        Glorious Array                                              
3107    5737       221        Differencia                                                 
3108    3553       220        Just a String                                               
3109    3632       220        A Captivating Match                                         
3110    4275       220        Color the Tree                                              
3111    5068       220        Harry And Math Teacher                                      
3112    5374       220        Tetris                                                      
3113    1857       219        Word Puzzle                                                 
3114    2804       219        Queens                                                      
3115    3693       219        Math teacher's homework                                     
3116    3900       219        Unblock Me                                                  
3117    3968       219        Angry Birds Again                                           
3118    4206       219        Treasure Map                                                
3119    5184       219        Brackets                                                    
3120    1589       218        Stars Couple                                                
3121    1960       218        Taxi Cab Scheme                                             
3122    3688       218        Searchlights                                                
3123    3962       218        Microgene                                                   
3124    5956       218        The Elder                                                   
3125    6086       218        Rikka with String                                           
3126    1341       217        Simple Computers                                            
3127    1956       217        Sightseeing tour                                            
3128    4995       217        Revenge of kNN                                              
3129    2467       216        Déjà vu                                                     
3130    3197       216        Game                                                        
3131    3217       216        Health                                                      
3132    3931       216        Cross the Fire                                              
3133    4429       216        Split the Rectangle                                         
3134    4863       216        Centroid of a Tree                                          
3135    5039       216        Hilarity                                                    
3136    5382       216        GCD?LCM!                                                    
3137    2386       215        Dart Challenge                                              
3138    2889       215        Without Zero                                                
3139    3867       215        Light and Shadow                                            
3140    4207       215        Grade School Multiplication                                 
3141    5261       215        蜀道难                                                         
3142    3471       214        England vs Germany                                          
3143    3924       214        Extend-Tree                                                 
3144    5634       214        Rikka with Phi                                              
3145    1606       213        Excuses, Excuses!                                           
3146    3120       213        Dolphin                                                     
3147    3684       213        Gunshots                                                    
3148    4885       213        TIANKENG’s travel                                           
3149    5321       213        Beautiful Set                                               
3150    5329       213        Question for the Leader                                     
3151    5658       213        CA Loves Palindromic                                        
3152    6046       213        hash                                                        
3153    1278       212        漂亮面料的设计                                                     
3154    1417       212        Gleaming the Cubes                                          
3155    1436       212        排列组合（二）                                                     
3156    1937       212        Finding Seats                                               
3157    4601       212        Letter Tree                                                 
3158    3225       211        Flowers Placement                                           
3159    3576       211        Elevators in Jiayuan Students' Apartment                    
3160    3581       211        Judge Segments                                              
3161    3758       211        Factorial Simplification                                    
3162    4178       211        Roll-call in Woop Woop High                                 
3163    4859       211        海岸线                                                         
3164    5201       211        The Monkey King                                             
3165    2456       210        Constellations                                              
3166    2977       210        Color Squares                                               
3167    4216       210        Computational Geometry?                                     
3168    4976       210        A simple greedy problem.                                    
3169    5292       210        Pocket Cube                                                 
3170    5798       210        Stabilization                                               
3171    5811       210        Colosseo                                                    
3172    5892       210        Resident Evil                                               
3173    2631       209        Lead A Healthy Life                                         
3174    3834       209        Where am I                                                  
3175    4388       209        Stone Game II                                               
3176    2970       208        Suffix reconstruction                                       
3177    3022       208        Sum of Digits                                               
3178    5715       208        XOR 游戏                                                      
3179    2636       207        Installing Software                                         
3180    2661       207        BrokenLED                                                   
3181    3164       207        sqrt log sin                                                
3182    3918       207        Beiju                                                       
3183    4321       207        Arcane Numbers 2                                            
3184    4921       207        Map                                                         
3185    1786       206        Tempter of the Bone again                                   
3186    3160       206        Rooks                                                       
3187    3765       206        Celebrity Split                                             
3188    4723       206        How Long Do You Have to Draw                                
3189    5084       206        HeHe                                                        
3190    2890       205        Longest Repeated subsequence                                
3191    5487       205        Difference of Languages                                     
3192    6076       205        Security Check                                              
3193    3885       204        Find the Difference                                         
3194    5725       204        Game                                                        
3195    2130       203        Count the cuboids                                           
3196    3828       203        A + B problem                                               
3197    1904       202        Conformity                                                  
3198    2959       202        Close Enough Computations                                   
3199    3228       202        Island Explorer                                             
3200    3276       202        Star                                                        
3201    5255       202        魔法因子                                                        
3202    2413       201        Against Mammoths                                            
3203    3288       201        Resource Allocation                                         
3204    4816       201        Bathysphere                                                 
3205    5333       201        Undirected Graph                                            
3206    5903       201        Square Distance                                             
3207    1453       200        City hall                                                   
3208    2753       200        Exact Change                                                
3209    2766       200        Equilibrium Mobile                                          
3210    3649       200        New Game                                                    
3211    4368       200        Water World I                                               
3212    5377       200        Root                                                        
3213    2721       199        Persistent Bits                                             
3214    3875       199        Euclidean Algorithm                                         
3215    4243       199        Maximum in the Cycle of 1                                   
3216    4354       199        Missile                                                     
3217    6136       199        Death Podracing                                             
3218    2773       198        White Water Rafting                                         
3219    3260       198        Facer is learning to swim                                   
3220    4197       198        Popping Balloons                                            
3221    4367       198        The war of virtual world                                    
3222    4495       198        Rectangle                                                   
3223    4845       198        拯救大兵瑞恩                                                      
3224    5238       198        Calculator                                                  
3225    6065       198        RXD, tree and sequence                                      
3226    1314       197        Numerically Speaking                                        
3227    2198       197        How many elements you must throw out?                       
3228    4650       197        Minimum Average Weight Path                                 
3229    5107       197        K-short Problem                                             
3230    3575       196        Digit Size                                                  
3231    3628       196        HeavenHelix                                                 
3232    3993       196        Horse Racing                                                
3233    5668       196        Circle                                                      
3234    2932       195        Extraordinarily Tired Students                              
3235    4327       195        Shooting                                                    
3236    4836       195        The Query on the Tree                                       
3237    5413       195        CRB and Roads                                               
3238    2863       194        Top Shooter                                                 
3239    3063       194        Play game                                                   
3240    4700       194        Flow                                                        
3241    5157       194        Harry and magic string                                      
3242    1112       193        The Proper Key                                              
3243    1632       193        Polygons                                                    
3244    1972       193        Printer Queue                                               
3245    2640       193        Toy bricks                                                  
3246    2756       193        Unique Snowflakes                                           
3247    1988       192        Flipping Burned Pancakes                                    
3248    2848       192        Number Cutting Game                                         
3249    3430       192        Shuffling                                                   
3250    3497       192        Star Gazer                                                  
3251    5559       192        Frog and String                                             
3252    1627       191        Krypton Factor                                              
3253    4711       191        Weather                                                     
3254    5380       191        Travel with candy                                           
3255    5853       191        Jong Hyok and String                                        
3256    4116       190        Fruit Ninja                                                 
3257    4174       190        Numbersrebmun                                               
3258    4677       190        Query on Graph                                              
3259    5077       190        NAND                                                        
3260    5886       190        Tower Defence                                               
3261    2652       189        Warching TV                                                 
3262    3407       189        String-Matching Automata                                    
3263    3476       189        Sudoku                                                      
3264    4177       189        Avoiding a disaster                                         
3265    4674       189        Trip Advisor                                                
3266    4698       189        Counting                                                    
3267    5471       189        Count the Grid                                              
3268    5490       189        Simple Matrix                                               
3269    5638       189        Toposort                                                    
3270    1705       188        Count the grid                                              
3271    3883       188        CS and Sugar                                                
3272    5917       188        Instability                                                 
3273    6144       188        Arithmetic of Bomb                                          
3274    2288       187        Who will be the HDU-START tonight?                          
3275    3156       187        Repair Depots                                               
3276    3841       187        Coffee Central                                              
3277    4133       187        StrangeStandard                                             
3278    4600       187        Harvest Moon                                                
3279    5545       187        The Battle of Guandu                                        
3280    1582       186        AC Again                                                    
3281    3089       186        Josephus again                                              
3282    3239       186        Jiajia's Robot                                              
3283    3267       186        Graph Game                                                  
3284    5506       186        GT and set                                                  
3285    6093       186        Rikka with Number                                           
3286    6212       186        Zuma                                                        
3287    1628       185        Roman Roulette                                              
3288    2583       185        permutation                                                 
3289    2986       185        Ballot evaluation                                           
3290    4382       185        Harry Potter and Cyber Sequence Generator                   
3291    4491       185        Windmill Animation                                          
3292    3095       184        Eleven puzzle                                               
3293    3143       184        Speedy Escape                                               
3294    3937       184        商品检索                                                        
3295    4579       184        Random Walk                                                 
3296    5079       184        Square                                                      
3297    5868       184        Different Circle Permutation                                
3298    5954       184        Do not pour out                                             
3299    2528       183        Area                                                        
3300    2532       183        Engine                                                      
3301    2599       183        The Dreadful Seven                                          
3302    3542       183        ZaakDov is doing his math problem!                          
3303    4265       183        Science!                                                    
3304    5731       183        Solid Dominoes Tilings                                      
3305    6115       183        Factory                                                     
3306    3414       182        Tour Route                                                  
3307    3891       182        Being a Predictor                                           
3308    4326       182        Game                                                        
3309    5937       182        Equation                                                    
3310    6020       182        MG loves apple                                              
3311    3512       181        Perfect matching                                            
3312    4560       181        我是歌手                                                        
3313    5218       181        Game                                                        
3314    5708       181        Alice and Bob                                               
3315    1915       180        Arne Saknussemm                                             
3316    2171       180         “Bubble Gum, Bubble Gum, in the dish, how many pieces do you wish?”
3317    3036       180         Escape                                                     
3318    3088       180        WORM                                                        
3319    3647       180        Tetris                                                      
3320    3975       180        Easy Fruit Ninja                                            
3321    4426       180        Palindromic Substring                                       
3322    4531       180        吉哥系列故事――乾坤大挪移                                               
3323    4997       180        Biconnected                                                 
3324    5064       180        Find Sequence                                               
3325    5682       180        zxa and leaf                                                
3326    5683       180        zxa and xor                                                 
3327    1924       179        CIVIC DILL MIX                                              
3328    1979       179        Fill the blanks                                             
3329    2169       179         Geek Challenge [SKRZAT] (Base Minus Two)                   
3330    3314       179        Trouble with Election!                                      
3331    4219       179        Randomization?                                              
3332    5286       179        wyh2000 and sequence                                        
3333    5570       179        balls                                                       
3334    1119       178        Simple Algorithmetics                                       
3335    1484       178        Basic wall maze                                             
3336    1681       178        Frobenius                                                   
3337    2284       178        Solve the puzzle, Save the world!                           
3338    5164       178        Matching on Array                                           
3339    6074       178        Phone Call                                                  
3340    6141       178        I am your Father!                                           
3341    1356       177        The Balance                                                 
3342    4733       177        G(x)                                                        
3343    4963       177        Dividing a String                                           
3344    5780       177        gcd                                                         
3345    5985       177        Lucky Coins                                                 
3346    5602       176        Black Jack                                                  
3347    6209       176        The Intersection                                            
3348    2281       175        Square Number                                               
3349    2319       175        Card Trick                                                  
3350    2991       175        Generate random numbers                                     
3351    3802       175        Ipad,IPhone                                                 
3352    2354       174        Another Brick in the Wall                                   
3353    2388       174        Playground Hideout                                          
3354    2699       174        Five in a Row                                               
3355    4037       174        Development Value                                           
3356    4071       174        Trick or Treat                                              
3357    4479       174        Shortest path                                               
3358    4799       174        LIKE vs CANDLE                                              
3359    4964       174        Emmet                                                       
3360    5367       174        digger                                                      
3361    6202       174        cube cube cube                                              
3362    3812       173        Sea Sky                                                     
3363    5343       173        MZL's Circle Zhou                                           
3364    5448       173        Marisa’s Cake                                               
3365    5519       173        Kykneion asma                                               
3366    3104       172        Combination Lock                                            
3367    3203       172        Door Repairing                                              
3368    5669       172        Road                                                        
3369    5749       172        Colmerauer                                                  
3370    1504       171        Disk Tree                                                   
3371    4938       171        Seeing People                                               
3372    1726       170        God’s cutter                                                
3373    3645       170        Code Management System                                      
3374    5401       170        Persistent Link/cut Tree                                    
3375    5732       170        Subway                                                      
3376    1793       169        Minimal search cost                                         
3377    2385       169        Stock                                                       
3378    3766       169        Knight's Trip                                               
3379    5716       169        带可选字符的多字符串匹配                                                
3380    1887       168        Weird Numbers                                               
3381    2337       168        Escape from Enemy Territory                                 
3382    3406       168        Baseball of Planet Pandora                                  
3383    5649       168        DZY Loves Sorting                                           
3384    5710       168        Digit-Sum                                                   
3385    5921       168        Binary Indexed Tree                                         
3386    1903       167        Exchange Rates                                              
3387    2185       167        Chess                                                       
3388    4478       167        Where is the King                                           
3389    4924       167        Football Manager                                            
3390    6102       167        GCDispower                                                  
3391    6200       167        mustedge mustedge mustedge                                  
3392    2194       166        Help the vendor and get some M ^_^                          
3393    2375       166        Help Bob                                                    
3394    3249       166        Selecting Frames                                            
3395    3408       166        Elune’s Arrow                                               
3396    3884       166        Hinanai Tenshi’s peach garden                               
3397    1810       165        Rating of Tetris                                            
3398    3955       165        March                                                       
3399    4822       165        Tri-war                                                     
3400    5760       165        Palindrome Bo                                               
3401    2299       164        Largest Triangle                                            
3402    2621       164        Cry，men，not crime                                           
3403    3520       164        Draw                                                        
3404    5421       164        Victor and String                                           
3405    1889       163        Reaux! Sham! Beaux!                                         
3406    3582       163        A Puzzle Game                                               
3407    3587       163        NUDOTA                                                      
3408    3764       163        Alaska                                                      
3409    3872       163        Dragon Ball                                                 
3410    5808       163        Price List Strike Back                                      
3411    6083       163        度度熊的午饭时光                                                    
3412    1364       162        Illusive Chase                                              
3413    2269       162        Cross The River                                             
3414    3327       162        Decompressing in a GIF                                      
3415    5565       162        Clarke and baton                                            
3416    1353       161        Exact Change Only                                           
3417    3004       161        The Chess                                                   
3418    3601       161        A pungent problem                                           
3419    4076       161        Haunted Graveyard                                           
3420    4914       161        Linear recursive sequence                                   
3421    6010       161        Daylight Saving Time                                        
3422    1603       160        A Puzzling Problem                                          
3423    2323       160        Honeycomb Walk                                              
3424    3103       160        Shoring Up the Levees                                       
3425    3989       160        Harry Potter and the Polyjuice Potion                       
3426    4397       160        Rubik's Cube                                                
3427    4697       160        Convex hull                                                 
3428    5473       160        There was a kingdom                                         
3429    2513       159        Cake slicing                                                
3430    2869       159        Paper Cutting Game                                          
3431    4137       159        Manhattan Sort                                              
3432    4794       159        Arnold                                                      
3433    4933       159        Miaomiao's Function                                         
3434    2291       158        Five in a Row, Again                                        
3435    3493       158        The Little Architect                                        
3436    4518       158        吉哥系列故事――最终数                                                 
3437    2409       157        Team Arrangement                                            
3438    2886       157        Lou 1 Zhuang                                                
3439    3069       157        Arrest                                                      
3440    4383       157        How to paint a tree                                         
3441    5624       157        KK's Reconstruction                                         
3442    5975       157        Aninteresting game                                          
3443    6126       157        Give out candies                                            
3444    6149       157        Valley Numer II                                             
3445    2985       156        Another lottery                                             
3446    3296       156        Acm Team Section                                            
3447    3855       156        Chocolate Machine                                           
3448    3992       156        Crazy Typewriter                                            
